,economy,time,AG.LND.TOTL.K2,EN.ATM.GHGT.KT.CE,IS.RRS.GOOD.MT.K6,IS.RRS.PASG.KM,IS.RRS.TOTL.KM,NY.GDP.MKTP.KD
3229,MAR,YR2006,446300.0,64055.46817,5744.0,3333.0,1907.0,77498104932.5221
3230,MAR,YR2007,446300.0,64801.20789,5837.0,3659.0,1907.0,80164867241.3167
3231,MAR,YR2008,446300.0,67297.48021,4959.0,3820.0,1989.0,84721870674.8237
3232,MAR,YR2009,446300.0,67336.95663,4111.0,4190.0,2190.0,87895356582.8232
3233,MAR,YR2010,446300.0,70743.44395,5572.0,4398.0,2109.0,90971304769.4422
3234,MAR,YR2011,446300.0,75694.68352,5976.0,4819.0,2109.0,95997146621.9656
3235,MAR,YR2012,446300.0,77498.95589,,5114.0,2109.0,98936909179.3524
3236,MAR,YR2013,446300.0,77993.70826,,5397.0,2109.0,103015299181.348
3237,MAR,YR2014,446300.0,79184.64053,5383.499,5449.0,2109.0,105816536606.04
3238,MAR,YR2015,446300.0,81360.9103,4748.521,5507.0,2109.0,110413823841.592
3239,MAR,YR2016,446300.0,80137.99096,3831.0,5208.0,2109.0,110989284688.174
3240,MAR,YR2017,446300.0,84413.58902,3896.0,4923.0,2109.0,116603009678.139
3241,MAR,YR2018,446300.0,85788.26699,3485.0,4475.0,2295.0,120177639735.159
3242,MAR,YR2019,446300.0,92532.30265,3125.0,4803.0,2295.0,123651944968.713
3243,MAR,YR2020,446300.0,88027.79761,3111.0,2409.0,2295.0,114775951852.213
3244,MAR,YR2021,446300.0,,3148.0,4464.0,2295.0,123982113010.809
3245,MCO,YR2000,2.027,,,,,3910987404.0302
3246,MCO,YR2001,2.027,,,,,3996549408.74794
3247,MCO,YR2002,2.027,,,,,4037573814.13917
3248,MCO,YR2003,2.027,,,,,4081483913.13074
3249,MCO,YR2004,2.027,,,,,4182316327.01844
3250,MCO,YR2005,2.027,,,,,4260763182.64158
3251,MCO,YR2006,2.027,,,,,4507633843.73748
3252,MCO,YR2007,2.027,,,,,5158474677.53577
3253,MCO,YR2008,2.027,,,,,5196627416.06878
3254,MCO,YR2009,2.027,,,,,4607616461.48132
3255,MCO,YR2010,2.027,,,,,4702773879.94011
3256,MCO,YR2011,2.027,,,,,5033019496.12431
3257,MCO,YR2012,2.027,,,,,5083964623.45956
3258,MCO,YR2013,2.027,,,,,5570860895.5028
3259,MCO,YR2014,2.027,,,,,5971240222.22561
3260,MCO,YR2015,2.027,,,,,6261649890.82388
3261,MCO,YR2016,2.027,,,,,6447251742.39326
3262,MCO,YR2017,2.027,,,,,6250989566.82201
3263,MCO,YR2018,2.027,,,,,6612318443.51693
3264,MCO,YR2019,2.027,,,,,7080699415.97797
3265,MCO,YR2020,2.027,,,,,6159422994.34281
3266,MCO,YR2021,2.084,,,,,7506326878.49469
3267,MDA,YR2000,32880.0,11426.03223,1538.0,315.0,1139.0,3939799325.09765
3268,MDA,YR2001,32880.0,11652.11233,2049.0,325.0,1121.0,4180127099.6599
3269,MDA,YR2002,32880.0,11788.25924,2715.0,355.0,1120.0,4506176999.1264
3270,MDA,YR2003,32870.0,12391.73665,3000.0,352.0,1111.0,4803584679.16611
3271,MDA,YR2004,32880.0,12382.32526,2968.0,346.0,1075.0,5159049932.62678
3272,MDA,YR2005,32890.0,12689.58047,2980.0,355.0,1075.0,5545978685.28
3273,MDA,YR2006,32890.0,12348.99059,3656.0,471.0,1154.0,5812185653.11732
3274,MDA,YR2007,32890.0,12573.42042,3092.0,468.0,1153.6,5986551235.83796
3275,MDA,YR2008,32890.0,12441.25464,2873.0,486.0,1157.1,6453502240.93868
3276,MDA,YR2009,32890.0,11760.42556,1058.0,423.0,1157.1,6066292089.47556
3277,MDA,YR2010,32850.0,12677.23059,959.0,399.0,1156.9,6496998834.32279
3278,MDA,YR2011,32850.0,12828.1974,1196.0,363.0,1156.9,6875005021.06249
3279,MDA,YR2012,32860.0,12577.21672,960.0,347.0,1156.9,6834460782.06165
3280,MDA,YR2013,32880.0,11703.89774,1227.0,330.0,1156.9,7452560230.183
3281,MDA,YR2014,32880.0,12325.28536,1182.0,257.0,1156.0,7825160358.24186
3282,MDA,YR2015,32880.0,12561.44277,963.0,181.0,1151.0,7798692878.40136
3283,MDA,YR2016,32880.0,12777.28434,790.0,122.0,1151.0,8161021269.62649
3284,MDA,YR2017,32890.0,12762.92852,987.0,99.0,1151.0,8501793857.25081
3285,MDA,YR2018,32885.3,13307.76689,1012.0,94.6,1151.0,8848292582.21287
3286,MDA,YR2019,32885.9,13451.76146,940.3,74.1,1151.0,9162611725.92358
3287,MDA,YR2020,32884.6,12985.65753,599.0,29.19,1151.0,8404315965.96149
3288,MDA,YR2021,32970.0,,664.5,23.3,1149.0,9575037162.28502
3289,MDG,YR2000,581540.0,25877.2261,27.0,24.0,883.0,7688842733.27739
3290,MDG,YR2001,581540.0,24733.22046,12.0,10.0,883.0,8148653656.69862
3291,MDG,YR2002,581540.0,22467.66973,12.0,10.0,883.0,7137571065.48697
3292,MDG,YR2003,581540.0,24919.10789,,,,7835974694.57165
3293,MDG,YR2004,581540.0,23702.19075,,,,8247912168.09114
3294,MDG,YR2005,581540.0,27368.04191,,,,8640170094.37648
3295,MDG,YR2006,581540.0,26257.00048,,,,9106610406.88934
3296,MDG,YR2007,581540.0,27838.46475,1.0,10.0,854.0,9626649240.51396
3297,MDG,YR2008,581540.0,26781.68571,,,,10272850829.8606
3298,MDG,YR2009,581540.0,27474.27648,131.9,,673.0,9864124029.23054
3299,MDG,YR2010,581540.0,27667.71075,,,673.0,9925206605.67835
3300,MDG,YR2011,581795.0,27517.39399,,,673.0,10081868751.8746
3301,MDG,YR2012,581795.0,28804.75503,,,673.0,10385448752.8756
3302,MDG,YR2013,581800.0,27451.09288,,,673.0,10624353147.1587
3303,MDG,YR2014,581800.0,27686.75302,122.335,,673.0,10979121878.0735
3304,MDG,YR2015,581800.0,27759.67667,,,673.0,11323020701.3017
3305,MDG,YR2016,581800.0,29175.3846,,,,11775165456.5346
3306,MDG,YR2017,581800.0,28081.75803,,,,12238318933.7165
3307,MDG,YR2018,581800.0,29200.57375,,,673.0,12629254472.2012
3308,MDG,YR2019,581800.0,30834.39778,,,673.0,13186360203.1442
3309,MDG,YR2020,581800.0,30566.42841,,,673.0,12245161113.1284
3310,MDG,YR2021,581800.0,,,,673.0,12947986307.5875
3311,MDV,YR2000,300.0,553.200282,,,,1988057620.46089
3312,MDV,YR2001,300.0,576.132399,,,,1909655897.16107
3313,MDV,YR2002,300.0,713.124117,,,,2048457065.02178
3314,MDV,YR2003,300.0,631.086034,,,,2330120932.01361
3315,MDV,YR2004,300.0,799.547952,,,,2465649311.27883
3316,MDV,YR2005,300.0,737.269469,,,,2188925394.66519
3317,MDV,YR2006,300.0,912.003961,,,,2705638709.1132
3318,MDV,YR2007,300.0,943.566254,,,,2898372919.56774
3319,MDV,YR2008,300.0,1012.972346,,,,3158641504.31851
3320,MDV,YR2009,300.0,1070.047238,,,,2900967009.22575
3321,MDV,YR2010,300.0,1126.955931,,,,3099261779.2898
3322,MDV,YR2011,300.0,1201.190868,,,,3364952163.58153
3323,MDV,YR2012,300.0,1359.213806,,,,3444491139.49768
3324,MDV,YR2013,300.0,1367.638143,,,,3684339549.43525
3325,MDV,YR2014,300.0,1618.802881,,,,3971758368.62202
3326,MDV,YR2015,300.0,1627.844418,,,,4129505319.81871
3327,MDV,YR2016,300.0,1805.517341,,,,4400906161.41409
3328,MDV,YR2017,300.0,1936.164464,,,,4711369802.50414
3329,MDV,YR2018,300.0,2216.909588,,,,5119751628.95
3330,MDV,YR2019,300.0,2490.697111,,,,5493408292.58091
3331,MDV,YR2020,300.0,1994.511834,,,,3685591966.2214
3332,MDV,YR2021,300.0,,,,,5074588096.66896
3333,MEA,YR2000,11226250.0,2074289.197559,1774.0,1142.0,,1807568941576.93
3334,MEA,YR2001,11226250.0,2136454.973949,1740.5,981.0,,1835094447120.85
3335,MEA,YR2002,11226250.0,2185247.633842,2030.4445,1035.434,,1862824826977.29
3336,MEA,YR2003,11226070.0,2274394.154731,,,,1957427051934.35
3337,MEA,YR2004,11226060.0,2382348.006145,1945.0,1122.0,,2111145427078.46
3338,MEA,YR2005,11226070.0,2514070.825844,1769.0,1123.0,,2216780187674.88
3339,MEA,YR2006,11226130.0,2637373.380725,2174.0,1407.0,,2346553443617.61
3340,MEA,YR2007,11226150.0,2729473.571671,,,,2468495562496.17
3341,MEA,YR2008,11226160.0,2858402.013108,1910.5,1306.5105,,2581633638166.5
3342,MEA,YR2009,11223650.0,2916629.241901,,,,2597506311659.44
3343,MEA,YR2010,11223642.0,3030954.985027,1722.304,,,2727359073741.53
3344,MEA,YR2011,11223647.0,3066693.326901,,,,2829317064074.48
3345,MEA,YR2012,11223650.0,3234713.223237,,,,2942593662919.33
3346,MEA,YR2013,11223458.0,3272637.562065,,,,3008637194510.76
3347,MEA,YR2014,11223339.0,3354346.277994,,,,3094454718063.11
3348,MEA,YR2015,11223347.0,3410646.631871,,,,3179422260336.28
3349,MEA,YR2016,11223348.0,3496062.048464,,,,3320204864674.58
3350,MEA,YR2017,11217089.0,3571072.598239,,,,3378352941454.26
3351,MEA,YR2018,11217087.0,3588629.574324,,,,3451556729344.38
3352,MEA,YR2019,11217103.0,3594493.4999,,,,3491772451025.04
3353,MEA,YR2020,11217108.0,3464688.944555,,,,3361080495964.54
3354,MEA,YR2021,11217118.0,,,,,3514102260155.11
3355,MEX,YR2000,1943950.0,539609.133,48333.0,82.0,,945027050970.19
3356,MEX,YR2001,1943950.0,540750.6513,46615.0,67.0,,940766441369.285
3357,MEX,YR2002,1943950.0,550227.3621,51616.0,69.0,,938540700842.89
3358,MEX,YR2003,1943950.0,574856.9349,54132.0,78.0,,949667521894.28
3359,MEX,YR2004,1943950.0,585563.9438,54387.0,74.0,,983527357387.617
3360,MEX,YR2005,1943950.0,607693.6384,54054.0,73.0,,1004311720890.22
3361,MEX,YR2006,1943950.0,628006.0582,66163.0,76.0,,1052569034881.34
3362,MEX,YR2007,1943950.0,639933.8222,77169.0,84.0,,1074439987294.73
3363,MEX,YR2008,1943950.0,643156.3892,74582.0,178.0,,1084575521990.53
3364,MEX,YR2009,1943950.0,632549.2187,69185.0,449.0,,1016298775445.66
3365,MEX,YR2010,1943950.0,650218.3115,78770.0,843.0,,1066822387723.37
3366,MEX,YR2011,1943950.0,671736.1767,79728.0,891.0,,1103564231662.5
3367,MEX,YR2012,1943950.0,678448.8568,79353.0,970.0,,1142776194576.73
3368,MEX,YR2013,1943950.0,663759.5724,77717.0,1036.0,,1152513808404.8
3369,MEX,YR2014,1943950.0,659021.4495,79855.0,1150.0,,1181370028505.37
3370,MEX,YR2015,1943950.0,674268.1244,82712.0,1411.0,,1213294467527.59
3371,MEX,YR2016,1943950.0,682791.4067,84683.0,1481.0,,1234800029873.99
3372,MEX,YR2017,1943950.0,679728.327,86316.0,1550.0,,1257912134256.87
3373,MEX,YR2018,1943950.0,651037.0505,87924.0,1591.0,,1282719194430.88
3374,MEX,YR2019,1943950.0,659740.4104,89049.0,1571.0,,1279151326624.44
3375,MEX,YR2020,1943950.0,592321.1717,86224.0,523.0,,1168484439054.37
3376,MEX,YR2021,1943950.0,,92437.0,466.0,,1236698568609.36
3377,MHL,YR2000,180.0,134.757437,,,,150900543.557139
3378,MHL,YR2001,180.0,138.593052,,,,161201143.185881
3379,MHL,YR2002,180.0,148.528668,,,,167232406.794821
3380,MHL,YR2003,180.0,146.664284,,,,164530138.62115
3381,MHL,YR2004,180.0,152.1999,,,,166816749.709112
3382,MHL,YR2005,180.0,152.035515,,,,169793913.90408
3383,MHL,YR2006,180.0,158.576759,,,,170166806.188381
3384,MHL,YR2007,180.0,166.218003,,,,175980179.831813
3385,MHL,YR2008,180.0,167.759247,,,,162524251.720071
3386,MHL,YR2009,180.0,172.200491,,,,168534754.744632
3387,MHL,YR2010,180.0,176.141735,,,,177714445.945776
3388,MHL,YR2011,180.0,177.68875,,,,177333842.222215
3389,MHL,YR2012,180.0,176.835765,,,,175012775.204431
3390,MHL,YR2013,180.0,181.38278,,,,181331522.43948
3391,MHL,YR2014,180.0,184.429795,,,,179232486.96044
3392,MHL,YR2015,180.0,187.87681,,,,182997300.0
3393,MHL,YR2016,180.0,190.746081,,,,186921294.824321
3394,MHL,YR2017,180.0,196.215351,,,,193900558.836132
3395,MHL,YR2018,180.0,200.684622,,,,204873799.745564
3396,MHL,YR2019,180.0,204.553892,,,,226094278.513933
3397,MHL,YR2020,180.0,164.923162,,,,219659676.809976
3398,MHL,YR2021,180.0,,,,,222102953.376059
3399,MIC,YR2000,78778626.742,16131544.086794,1919.0,1106.0,,10995446820382.7
3400,MIC,YR2001,78777691.942,16499292.268371,2069.0,1059.5,,11404815974867.6
3401,MIC,YR2002,78774800.168,16980659.680298,2252.0,954.868,,11943885187985.9
3402,MIC,YR2003,78781573.758,18075239.767109,1753.0,886.5,,12659140581903.7
3403,MIC,YR2004,78779773.519,19233167.251434,2013.5,975.5,,13628838099794.6
3404,MIC,YR2005,78782601.891,20317533.949551,2573.5,1154.0,,14619344198123.3
3405,MIC,YR2006,78882953.493,21378719.058641,3922.0,,,15823978303057.6
3406,MIC,YR2007,78882648.893,22443146.715203,4478.0,1528.5,,17225447466661.8
3407,MIC,YR2008,78881780.887,23020141.334215,,,,18236672528383.6
3408,MIC,YR2009,78879140.134,23461699.890534,,,,18805099818030.9
3409,MIC,YR2010,78879404.418,24926545.140517,,,,20294803338421.1
3410,MIC,YR2011,78879700.947,26280646.313302,,,,21583417204181.5
3411,MIC,YR2012,78879509.946,26940823.768252,,,,22779361089345.4
3412,MIC,YR2013,78876389.383,27601866.690263,,,,24007769905646.4
3413,MIC,YR2014,78875417.921,27995505.35714,,,,25185189815172.4
3414,MIC,YR2015,78879516.4,27903298.991196,,,,26306405505225.5
3415,MIC,YR2016,78879194.4,28129343.277099,,,,27505086414924.8
3416,MIC,YR2017,78872639.4,28821580.303049,,,,28930825312577.4
3417,MIC,YR2018,78872660.3,29780890.652723,,,,30350179128228.6
3418,MIC,YR2019,78871852.37,30187004.739031,,,,31559194433110.0
3419,MIC,YR2020,78868790.403,29750102.440821,,,,31169777540184.2
3420,MIC,YR2021,78883894.47,,,,,33436267113850.5
3421,MKD,YR2000,25430.0,11473.43576,527.0,176.0,699.0,6653275727.54115
3422,MKD,YR2001,25430.0,11509.37056,462.0,133.0,699.0,6449202687.04079
3423,MKD,YR2002,25430.0,10910.36416,334.0,98.0,699.0,6545532200.7983
3424,MKD,YR2003,25430.0,11678.22249,373.0,92.0,699.0,6691013307.97393
3425,MKD,YR2004,25430.0,11476.51493,426.0,94.0,699.0,7003757263.7722
3426,MKD,YR2005,25430.0,11773.93046,530.0,94.0,699.0,7334620965.18469
3427,MKD,YR2006,25430.0,11771.17389,614.0,105.0,699.0,7711402289.66945
3428,MKD,YR2007,25230.0,12260.08482,778.0,109.0,699.0,8210598903.42197
3429,MKD,YR2008,25230.0,12057.00874,743.0,148.0,699.0,8659882989.55735
3430,MKD,YR2009,25220.0,11367.94207,497.0,154.0,699.0,8628827362.55974
3431,MKD,YR2010,25220.0,11251.16748,525.0,155.0,699.0,8918648175.61246
3432,MKD,YR2011,25220.0,12133.21352,479.0,145.0,699.0,9127334379.6944
3433,MKD,YR2012,25220.0,11706.26546,423.0,99.0,699.0,9085697011.49163
3434,MKD,YR2013,25220.0,10792.046,421.0,80.0,699.0,9351477059.69398
3435,MKD,YR2014,25220.0,10416.16744,411.0,80.0,699.0,9690853712.45803
3436,MKD,YR2015,25220.0,10151.01668,278.0,178.0,683.0,10064519962.5655
3437,MKD,YR2016,25220.0,10028.79318,222.0,83.0,683.0,10351178142.8536
3438,MKD,YR2017,25220.0,10526.33717,277.0,59.0,683.0,10463154366.0785
3439,MKD,YR2018,25220.0,10011.07466,305.0,64.0,683.0,10764555646.4726
3440,MKD,YR2019,25220.0,10891.85905,350.0,62.0,683.0,11185494933.6944
3441,MKD,YR2020,25220.0,9768.859944,342.0,25.0,683.0,10501962010.2286
3442,MKD,YR2021,25220.0,,375.361677,25.348251,683.0,11080201767.2592
3443,MLI,YR2000,1220190.0,20910.12504,188.0,201.4,734.0,6257621170.98229
3444,MLI,YR2001,1220190.0,20458.33824,161.0,208.0,734.0,7219807986.60186
3445,MLI,YR2002,1220190.0,20940.92774,189.0,196.3,733.0,7444077477.87234
3446,MLI,YR2003,1220190.0,21716.55484,,,,8122906029.24399
3447,MLI,YR2004,1220190.0,24068.53284,,,,8249623254.49671
3448,MLI,YR2005,1220190.0,24850.14334,,,,8788717883.93358
3449,MLI,YR2006,1220190.0,25013.37313,,,,9198464335.82615
3450,MLI,YR2007,1220190.0,26028.99542,,,,9519823432.35783
3451,MLI,YR2008,1220190.0,27635.77461,,,,9974218416.28021
3452,MLI,YR2009,1220190.0,27376.9364,,,,10453611496.979
3453,MLI,YR2010,1220190.0,29096.26959,,,,11009109646.2422
3454,MLI,YR2011,1220190.0,29835.46584,,,,11362847067.2117
3455,MLI,YR2012,1220190.0,30826.0532,,,,11267770190.6724
3456,MLI,YR2013,1220190.0,32019.92826,,,,11526373211.2665
3457,MLI,YR2014,1220190.0,33161.45031,,,,12342980316.1789
3458,MLI,YR2015,1220190.0,34417.05827,,,,13104764378.326
3459,MLI,YR2016,1220190.0,37815.98223,,,,13871694399.1238
3460,MLI,YR2017,1220190.0,38485.66359,,,,14607651053.629
3461,MLI,YR2018,1220190.0,39735.21105,,,,15301000921.4682
3462,MLI,YR2019,1220190.0,41162.2077,,,,16028741130.4821
3463,MLI,YR2020,1220190.0,43491.51296,,,,15830713976.5248
3464,MLI,YR2021,1220190.0,,,,,16313964499.5084
3465,MLT,YR2000,320.0,2413.159153,,,,6705426034.8883
3466,MLT,YR2001,320.0,2786.89076,,,,6626657619.86641
3467,MLT,YR2002,320.0,2620.46509,,,,6796648861.23412
3468,MLT,YR2003,320.0,2922.187435,,,,7073548929.66174
3469,MLT,YR2004,320.0,2927.819696,,,,7083470893.27635
3470,MLT,YR2005,320.0,2984.627492,,,,7323146769.70907
3471,MLT,YR2006,320.0,3057.62581,,,,7506968208.51333
3472,MLT,YR2007,320.0,3147.405984,,,,7865403855.12886
3473,MLT,YR2008,320.0,3093.518509,,,,8166362456.48445
3474,MLT,YR2009,320.0,2899.37186,,,,8073766224.05119
3475,MLT,YR2010,320.0,3005.876934,,,,8521346758.81987
3476,MLT,YR2011,320.0,2991.674811,,,,8561145756.93887
3477,MLT,YR2012,320.0,3163.79579,,,,8913668601.63593
3478,MLT,YR2013,320.0,2826.247911,,,,9401545409.21835
3479,MLT,YR2014,320.0,2837.453533,,,,10119215994.2817
3480,MLT,YR2015,320.0,2158.905823,,,,11091483659.6156
3481,MLT,YR2016,320.0,1874.91518,,,,11466536686.6044
3482,MLT,YR2017,320.0,2027.25402,,,,12712865430.6498
3483,MLT,YR2018,320.0,2047.36036,,,,13655685833.2782
3484,MLT,YR2019,320.0,2141.341401,,,,14619603455.7252
3485,MLT,YR2020,320.0,2082.169141,,,,13438635854.6526
3486,MLT,YR2021,320.0,,,,,15091314827.5875
3487,MMR,YR2000,653540.0,72065.1732,1222.0,4451.0,,13564035598.3199
3488,MMR,YR2001,653540.0,71630.53557,,4447.0,,15102739399.1412
3489,MMR,YR2002,653540.0,72160.75033,1185.0,4804.0,,16918921354.5226
3490,MMR,YR2003,653540.0,76267.04089,1014.0,4284.0,,19261176300.6656
3491,MMR,YR2004,653420.0,78883.67585,885.0,4163.0,,21873889689.1721
3492,MMR,YR2005,653360.0,82116.79922,,,,24841946848.8961
3493,MMR,YR2006,653470.0,85213.25854,,,,28090305003.4835
3494,MMR,YR2007,653520.0,87772.44097,,,,31458735736.7268
3495,MMR,YR2008,653310.0,86051.6479,,,,34684925159.3171
3496,MMR,YR2009,653300.0,86927.84542,,,,38344187918.5942
3497,MMR,YR2010,653260.0,89150.32555,,,,42038435487.0408
3498,MMR,YR2011,653290.0,88427.88981,,,,44389007199.368
3499,MMR,YR2012,653150.0,92134.79037,,,,47643906812.0614
3500,MMR,YR2013,653080.0,95306.01103,,,,51658382888.3251
3501,MMR,YR2014,653080.0,100795.3804,,,,55786360663.8555
3502,MMR,YR2015,653080.0,104222.8504,,,,59687411768.8224
3503,MMR,YR2016,652780.0,108641.1932,,,,63291300052.9042
3504,MMR,YR2017,652750.0,124412.8191,,,,67174922732.934
3505,MMR,YR2018,652700.0,126490.1209,,,,71386026081.9
3506,MMR,YR2019,652700.0,129006.2203,,,,76082591310.7525
3507,MMR,YR2020,652670.0,128949.3985,,,,69198374500.1614
3508,MMR,YR2021,652670.0,,,,,60883240301.8197
3509,MNA,YR2000,8643940.0,1363015.216546,2131.0,1257.0,,892238577083.191
3510,MNA,YR2001,8643940.0,1399884.291339,2131.5,1281.0,,916954882213.3
3511,MNA,YR2002,8643940.0,1418550.882402,2249.0,1109.434,,945661280421.834
3512,MNA,YR2003,8643750.0,1465265.126536,2297.75,1103.0,,967385644724.913
3513,MNA,YR2004,8643730.0,1537990.864569,2082.0,1122.0,,1042400460013.55
3514,MNA,YR2005,8643730.0,1627239.830752,2070.685,1123.0,,1089460314657.32
3515,MNA,YR2006,8643790.0,1695222.761585,2458.0,1407.0,,1145827892410.71
3516,MNA,YR2007,8643800.0,1743218.007697,2374.0,,,1215640121620.65
3517,MNA,YR2008,8643800.0,1791310.276029,2221.7365,1306.5105,,1260899181647.87
3518,MNA,YR2009,8641290.0,1831975.988231,,,,1293853664448.75
3519,MNA,YR2010,8641280.0,1866973.053553,1808.3085,1194.435,,1361654965476.01
3520,MNA,YR2011,8641280.0,1839163.11999,,,,1347899441676.68
3521,MNA,YR2012,8641280.0,1929345.175247,,,,1397540035956.63
3522,MNA,YR2013,8641088.0,1934965.223214,,,,1403784915092.32
3523,MNA,YR2014,8641088.0,1962647.394191,,,,1428487568676.03
3524,MNA,YR2015,8641089.0,1959183.239838,,,,1439069684881.38
3525,MNA,YR2016,8641089.0,2017685.914814,,,,1515959013957.66
3526,MNA,YR2017,8634829.0,2106671.790389,,,,1563325370107.11
3527,MNA,YR2018,8634829.0,2146843.436674,,,,1591497512359.15
3528,MNA,YR2019,8634843.0,2122658.833449,,,,1605864655007.62
3529,MNA,YR2020,8634843.0,2011693.582104,,,,1554335333345.29
3530,MNA,YR2021,8634848.0,,,,,1622153361292.16
3531,MNE,YR2000,,4015.137159,,,,2680896704.41373
3532,MNE,YR2001,,4173.993167,51.0,215.0,,2710382244.12711
3533,MNE,YR2002,,4278.851714,66.0,192.0,,2761986207.28668
3534,MNE,YR2003,,4405.198187,55.0,192.0,249.0,2830556912.75965
3535,MNE,YR2004,,4414.238838,94.0,164.0,249.0,2955838797.30471
3536,MNE,YR2005,,4217.36062,132.0,122.0,248.0,3079410727.33931
3537,MNE,YR2006,13450.0,4268.963553,133.0,108.0,248.0,3343205923.09283
3538,MNE,YR2007,13450.0,4050.223541,183.0,121.881,249.0,3570883265.45237
3539,MNE,YR2008,13450.0,4497.111529,185.9,101.127,249.0,3828799329.0696
3540,MNE,YR2009,13450.0,3411.688516,104.0,99.0,249.0,3606916694.21482
3541,MNE,YR2010,13450.0,4138.037945,150.0,90.7,249.0,3705541738.49878
3542,MNE,YR2011,13450.0,3993.112172,136.0,65.1,239.2,3825173338.5745
3543,MNE,YR2012,13450.0,3752.9289,73.0,62.0,239.2,3720983620.19194
3544,MNE,YR2013,13450.0,3615.660027,104.7,73.4,249.0,3853040581.41813
3545,MNE,YR2014,13450.0,3516.706455,94.4,76.14,249.0,3921767211.59682
3546,MNE,YR2015,13450.0,3617.484583,111.9,80.6,249.0,4054730077.57718
3547,MNE,YR2016,13450.0,3404.286871,112.5,83.9,249.0,4174315433.82382
3548,MNE,YR2017,13450.0,3525.503759,168.9,59.9,249.0,4371195571.75916
3549,MNE,YR2018,13450.0,3740.763147,112.856,66.7,249.0,4593160022.61922
3550,MNE,YR2019,13450.0,3832.010535,130.33,66.5,250.0,4779777587.71771
3551,MNE,YR2020,13450.0,3764.437423,,27.8,,4048142110.54292
3552,MNE,YR2021,13450.0,,,,,4576160079.60802
3553,MNG,YR2000,1547438.742,30534.77515,4293.0,1070.0,1810.0,3817248910.66296
3554,MNG,YR2001,1547438.742,28014.25199,5287.0,1072.0,1810.0,3929961221.71521
3555,MNG,YR2002,1547438.968,26171.49473,6452.0,1073.0,1810.0,4115965440.05725
3556,MNG,YR2003,1554686.058,25981.27137,,1039.0,1810.0,4404273778.31917
3557,MNG,YR2004,1554444.019,25772.77501,8857.0,1228.0,1810.0,4872245746.85238
3558,MNG,YR2005,1554444.091,28532.65595,,,1810.0,5225662152.64429
3559,MNG,YR2006,1557459.093,31434.71377,9218.5,1288.5,1810.0,5672782077.14901
3560,MNG,YR2007,1557459.093,34163.55242,8361.0,1406.0,1810.0,6254129712.42599
3561,MNG,YR2008,1557465.087,34394.98887,8261.0,1400.0,1810.0,6810770268.31901
3562,MNG,YR2009,1557465.134,35418.92221,7852.0,1008.0,1810.0,6724368909.15607
3563,MNG,YR2010,1557292.418,32729.92206,10287.0,1220.0,1814.0,7152385862.09146
3564,MNG,YR2011,1557251.947,36384.07279,11418.0,1399.0,1815.0,8389088993.66654
3565,MNG,YR2012,1557251.946,39773.83702,12143.0,1485.0,1810.0,9422609644.69237
3566,MNG,YR2013,1557253.053,42281.39185,12077.0,1394.0,1810.0,10520241544.9149
3567,MNG,YR2014,1557252.921,44820.09828,12474.0,1194.5,1822.5,11349786311.9875
3568,MNG,YR2015,1557255.4,46229.34141,11462.59,996.74,1810.0,11619892590.6941
3569,MNG,YR2016,1557255.4,48596.96653,12371.0,956.0,1810.0,11793003947.8926
3570,MNG,YR2017,1557255.4,51464.86134,13493.0,973.0,1810.0,12457761002.7432
3571,MNG,YR2018,1557255.0,53370.23536,,,1810.0,13422599720.3616
3572,MNG,YR2019,1557258.0,56965.22748,17384.0,1112.0,1814.0,14174566537.4555
3573,MNG,YR2020,1557506.803,53921.45499,18972.0,580.0,1821.0,13528524951.0287
3574,MNG,YR2021,1557507.0,,18345.0,91.0,1821.0,13749955731.6936
3575,MNP,YR2000,460.0,,,,,
3576,MNP,YR2001,460.0,,,,,
3577,MNP,YR2002,460.0,,,,,1607115151.51515
3578,MNP,YR2003,460.0,,,,,1612630303.0303
3579,MNP,YR2004,460.0,,,,,1562993939.39394
3580,MNP,YR2005,460.0,,,,,1364448484.84848
3581,MNP,YR2006,460.0,,,,,1270690909.09091
3582,MNP,YR2007,460.0,,,,,1185757575.75758
3583,MNP,YR2008,460.0,,,,,1054496969.69697
3584,MNP,YR2009,460.0,,,,,869187878.787879
3585,MNP,YR2010,460.0,,,,,881321212.121212
3586,MNP,YR2011,460.0,,,,,816242424.242424
3587,MNP,YR2012,460.0,,,,,822860606.060606
3588,MNP,YR2013,460.0,,,,,844921212.121212
3589,MNP,YR2014,460.0,,,,,880218181.818182
3590,MNP,YR2015,460.0,,,,,910000000.0
3591,MNP,YR2016,460.0,,,,,1175830303.0303
3592,MNP,YR2017,460.0,,,,,1448278787.87879
3593,MNP,YR2018,460.0,,,,,1169212121.21212
3594,MNP,YR2019,460.0,,,,,1036848484.84848
3595,MNP,YR2020,460.0,,,,,729103030.30303
3596,MNP,YR2021,460.0,,,,,
3597,MOZ,YR2000,786380.0,20048.66142,438.0,142.0,3114.0,5210292403.59676
3598,MOZ,YR2001,786380.0,21861.80416,774.0,142.0,3131.0,5879902615.65954
3599,MOZ,YR2002,786380.0,23812.0766,808.0,138.0,3131.0,6448401314.435
3600,MOZ,YR2003,786380.0,24563.61794,1362.0,167.0,3131.0,6913827631.93056
